order_item_id,order_id,product_id,quantity,unit_price
303,10148,160,2,3370.34
304,10148,188,3,4888.1
305,10149,185,2,5807.2
306,10149,169,2,3014.38
307,10149,105,1,44259.22
308,10149,104,2,81889.5
309,10150,177,1,1545.08
310,10150,121,1,10726.43
311,10150,124,1,10080.04
312,10151,157,2,9623.93
313,10151,113,1,4828.54
314,10152,169,1,3014.38
315,10152,170,1,2445.8
316,10152,107,2,52550.35
317,10153,152,4,2547.95
318,10153,116,1,1023.87
319,10153,135,2,20409.16
320,10153,115,1,3148.62
321,10154,173,1,6668.64
322,10155,211,2,1626.43
323,10156,111,2,10914.12
324,10157,204,1,945.44
325,10157,163,1,12214.44
326,10157,115,1,3314.34
327,10158,106,1,58766.85
328,10158,131,2,16892.6
329,10158,175,1,5134.73
330,10159,116,3,1084.1
331,10160,200,2,5699.68
332,10161,114,3,3777.95
333,10162,123,4,10617.49
334,10162,184,1,1122.15
335,10162,104,2,69606.08
336,10163,131,2,16892.6
337,10164,183,1,1118.7
338,10165,119,1,3965.73
339,10166,144,1,13675.5
340,10166,122,1,11960.35
341,10167,193,1,6307.84
342,10167,166,4,8461.0
343,10168,145,1,50434.54
344,10168,131,1,18769.56
345,10168,122,1,11960.35
346,10168,160,1,3370.34
347,10169,130,1,35263.03
348,10170,147,2,41373.68
349,10171,102,2,70838.6
350,10172,125,3,37638.62
351,10173,124,3,8960.04
352,10173,152,2,2831.05
353,10174,124,1,11200.05
354,10174,216,1,5219.58
355,10175,140,4,7414.35
356,10175,113,2,5396.6
357,10175,102,1,74774.07
358,10175,124,1,11200.05
359,10175,196,1,2777.87
360,10176,182,2,1810.76
361,10177,199,1,6780.92
362,10178,129,2,36778.33
363,10178,131,1,18769.56
364,10179,110,1,2845.14
365,10180,122,1,11960.35
366,10181,107,4,44667.8
367,10181,152,1,2547.95
368,10182,105,1,49176.91
369,10183,161,1,9315.28
370,10183,171,1,3568.28
371,10184,175,1,5134.73
372,10184,213,2,2297.42
373,10184,165,1,9925.12
374,10184,127,2,35945.7
375,10184,126,1,18764.38
376,10185,103,1,86981.38
377,10185,102,2,66903.12
378,10186,169,1,3014.38
379,10187,154,3,1637.43
380,10187,139,4,16400.35
381,10188,132,1,16685.19
382,10189,131,1,18769.56
383,10189,107,1,47295.32
384,10190,110,1,2845.14
385,10190,142,1,11566.44
386,10190,149,1,701.06
387,10190,197,1,3216.23
388,10191,216,2,4944.86
389,10192,105,1,49176.91
390,10192,103,1,86981.38
391,10193,130,1,35263.03
392,10193,165,1,9925.12
393,10193,159,1,7695.17
394,10194,104,2,69606.08
395,10194,165,2,11027.91
396,10194,130,1,31736.73
397,10195,105,1,49176.91
398,10195,168,2,11354.7
399,10196,168,2,11952.32
400,10197,174,1,5885.54
401,10197,114,2,3579.11
402,10198,179,2,1417.93
403,10199,101,1,77496.42
404,10199,200,1,5414.7
405,10200,154,1,1465.07
406,10200,192,1,2259.4
407,10200,150,4,1863.8
408,10201,116,1,1084.1
409,10202,131,1,17831.08
410,10202,176,3,7691.81
411,10202,195,1,2811.8
412,10202,163,1,13571.6
413,10203,109,1,3436.63
414,10203,113,3,4828.54
415,10203,128,1,32451.24
416,10203,151,1,1390.83
417,10204,128,1,32451.24
418,10205,164,2,8598.6
419,10206,173,1,6668.64
420,10207,157,2,10756.16
421,10207,132,2,14050.69
422,10207,158,1,9241.71
423,10208,125,1,33874.76
424,10209,209,1,1939.09
425,10210,133,2,21688.11
426,10211,139,1,15537.18
427,10212,104,3,73700.55
428,10212,152,1,2831.05
429,10212,163,1,12893.02
430,10212,216,2,5219.58
431,10213,129,1,36778.33
432,10213,169,1,2562.22
433,10214,178,1,891.32
434,10215,151,1,1468.1
435,10215,114,1,3976.79
436,10215,119,1,3569.16
437,10215,197,1,4020.29
438,10216,184,1,1059.81
439,10216,197,1,4020.29
440,10216,111,2,10914.12
441,10217,130,2,35263.03
442,10218,155,1,1656.3
443,10218,141,1,13376.63
444,10218,122,1,11960.35
445,10219,176,1,9614.76
446,10220,152,1,2831.05
447,10220,154,2,1723.61
448,10220,169,2,3014.38
449,10221,105,1,44259.22
450,10222,125,3,37638.62
451,10223,199,1,5424.74
452,10223,213,2,2176.51
453,10223,189,1,2016.27
454,10224,174,3,5591.26
455,10224,106,1,58766.85
456,10224,116,1,1204.55
457,10225,124,1,11200.05
458,10226,158,2,9241.71
459,10227,111,2,8731.3
460,10228,120,1,1203.35
461,10229,157,1,9057.82
462,10230,220,1,8039.33
463,10231,133,1,21688.11
464,10231,165,1,10476.51
465,10232,202,1,822.91
466,10233,142,1,12209.02
467,10234,104,2,77795.02
468,10235,104,2,81889.5
469,10236,132,1,17563.36
470,10236,123,1,10617.49
471,10236,171,1,3568.28
472,10236,186,1,5607.04
473,10237,116,1,1204.55
474,10238,156,1,1231.36
475,10239,109,2,3092.97
476,10240,126,1,17826.16
477,10241,132,1,15807.02
478,10241,121,2,9117.47
479,10242,170,2,2078.93
480,10243,171,1,3389.87
481,10244,174,2,5885.54
482,10245,108,1,34595.22
483,10245,128,2,32451.24
484,10246,188,2,5431.22
485,10246,194,2,6457.01
486,10247,167,2,3231.27
487,10247,176,1,8172.55
488,10247,106,1,62031.68
489,10247,150,1,1863.8
490,10248,176,1,9614.76
491,10249,183,1,1118.7
492,10249,151,1,1390.83
493,10249,111,2,10914.12
494,10250,203,1,991.46
495,10251,200,1,5699.68
496,10251,149,1,824.78
497,10251,120,2,1270.21
498,10251,220,2,8039.33
499,10252,168,1,10757.09
500,10252,184,1,1246.83
501,10252,126,1,18764.38
502,10253,167,2,3801.49
503,10253,114,2,3777.95
504,10254,126,2,18764.38
505,10254,123,3,11866.6
506,10255,156,1,1169.79
507,10256,116,1,963.64
508,10256,168,1,11354.7
509,10256,129,1,34939.41
510,10256,159,1,7310.41
511,10256,114,1,3380.27
512,10257,112,4,7095.57
513,10257,128,2,32451.24
514,10257,174,2,5002.71
515,10258,127,1,32351.13
516,10259,102,1,78709.55
517,10260,173,1,5966.68
518,10261,193,1,7008.71
519,10261,170,4,2445.8
520,10261,108,1,31135.7
521,10262,172,1,1068.75
522,10262,162,1,10389.18
523,10262,131,2,17831.08
524,10262,153,2,706.69
525,10263,105,2,46718.06
526,10263,117,1,2850.75
527,10263,186,3,5607.04
528,10264,160,1,3580.99
529,10265,101,1,77496.42
530,10266,134,1,11868.98
531,10267,214,1,2379.88
532,10268,143,1,5439.75
533,10269,159,1,7695.17
534,10270,176,2,9134.02
535,10270,106,3,65296.5
536,10271,158,1,9728.12
537,10271,149,1,824.78
538,10271,138,1,14571.14
539,10271,102,1,78709.55
540,10271,203,1,991.46
541,10272,119,1,3370.87
542,10273,219,2,3083.6
543,10273,120,1,1337.06
544,10274,191,1,4378.43
545,10274,116,3,1084.1
546,10275,128,1,27583.55
547,10276,151,1,1236.3
548,10276,119,1,3569.16
549,10276,202,2,822.91
550,10277,102,1,74774.07
551,10277,174,2,5002.71
552,10277,211,1,1463.79
553,10277,123,1,12491.16
554,10278,163,1,12214.44
555,10279,177,1,1390.57
556,10280,203,2,887.09
557,10280,167,1,3801.49
558,10281,171,2,2854.62
559,10281,129,3,36778.33
560,10281,167,1,3801.49
561,10282,187,1,3463.9
562,10283,175,1,5134.73
563,10283,113,1,4544.5
564,10284,132,2,17563.36
565,10284,187,2,3463.9
566,10284,123,1,12491.16
567,10285,172,1,1131.62
568,10286,160,1,4002.28
569,10286,173,3,6668.64
570,10287,170,1,2078.93
571,10287,123,1,10617.49
572,10288,131,2,16892.6
573,10289,203,1,1043.64
574,10289,130,1,31736.73
575,10289,160,1,3791.64
576,10290,102,1,74774.07
577,10290,157,2,10756.16
578,10291,167,1,3801.49
579,10291,146,1,61738.52
580,10291,172,1,1005.88
581,10292,161,1,9315.28
582,10292,119,1,3767.44
583,10293,152,1,2547.95
584,10293,174,1,5296.99
585,10294,128,1,25960.99
586,10295,219,1,3083.6
587,10295,134,1,11868.98
588,10296,169,4,3014.38
589,10296,154,2,1637.43
590,10296,150,3,1677.42
591,10297,151,1,1468.1
592,10297,114,1,3380.27
593,10297,136,1,7007.38
594,10297,167,1,3801.49
595,10297,174,3,5885.54
596,10298,105,1,46718.06
597,10299,164,1,8120.9
598,10300,216,1,4944.86
599,10300,202,1,822.91
600,10300,124,1,10640.05
601,10301,114,1,3976.79
602,10301,102,3,78709.55
603,10302,129,1,34939.41
604,10302,104,2,73700.55
605,10303,114,1,3976.79
606,10304,216,1,4944.86
607,10305,183,2,1056.55
608,10305,115,1,3314.34
609,10306,175,1,5134.73
610,10306,119,1,3569.16
611,10306,148,2,24498.52
612,10306,127,1,32351.13
613,10307,129,2,34939.41
614,10308,111,1,9822.71
615,10309,176,3,9614.76
616,10309,186,3,5607.04
617,10309,171,1,3211.45
618,10309,188,4,4888.1
619,10309,106,1,62031.68
620,10310,113,1,5680.63
621,10311,192,1,2510.45
622,10311,194,1,6457.01
623,10312,126,1,17826.16
624,10313,123,2,12491.16
625,10313,166,1,8906.32
626,10314,131,1,17831.08
627,10315,170,1,2323.51
628,10316,101,2,73417.66
629,10317,161,1,8849.52
630,10318,187,1,3646.21
631,10319,174,2,5296.99
632,10320,217,4,2203.01
633,10320,165,1,9925.12
634,10320,172,2,1068.75
635,10321,205,1,2856.03
636,10321,143,1,5167.76
637,10321,101,1,69338.9
638,10322,184,2,1184.49
639,10323,173,1,7019.62
640,10324,118,1,2537.73
641,10325,158,3,8755.31
642,10326,176,2,8172.55
643,10326,169,1,3014.38
644,10326,128,2,32451.24
645,10326,122,1,11330.86
646,10327,164,1,9076.3
647,10327,195,1,3308.0
648,10328,130,1,33499.88
649,10328,111,1,10368.41
650,10328,107,1,49922.83
651,10329,111,2,10914.12
652,10329,164,3,9076.3
653,10329,152,2,2831.05
654,10330,175,1,4621.26
655,10330,127,1,32351.13
656,10331,113,1,5680.63
657,10332,185,1,5501.56
658,10332,156,1,1231.36
659,10332,180,1,2104.89
660,10332,188,1,5431.22
661,10333,124,1,11200.05
662,10333,174,1,5591.26
663,10334,112,1,8869.46
664,10335,145,2,47912.81
665,10336,109,1,3092.97
666,10336,129,2,33100.5
667,10336,154,1,1551.25
668,10337,219,1,3083.6
669,10337,165,2,8822.33
670,10338,154,1,1551.25
671,10338,106,1,58766.85
672,10338,169,1,2712.94
673,10339,163,1,13571.6
674,10340,108,3,27676.18
675,10340,160,1,3791.64
676,10341,190,2,4806.88
677,10342,123,2,12491.16
678,10343,153,3,831.4
679,10343,213,2,2176.51
680,10344,105,1,49176.91
681,10344,120,1,1203.35
682,10344,122,1,11330.86
683,10345,186,3,5326.69
684,10346,109,1,3436.63
685,10346,177,1,1545.08
686,10346,108,1,34595.22
687,10347,157,2,11322.27
688,10347,115,1,3148.62
689,10347,123,1,12491.16
690,10348,115,1,3314.34
691,10348,119,1,3172.58
692,10349,176,1,8653.28
693,10349,103,1,86981.38
694,10350,143,2,5439.75
695,10351,168,2,11952.32
696,10351,214,1,2141.89
697,10352,180,1,2338.77
698,10352,191,2,4864.92
699,10353,127,2,35945.7
700,10354,101,1,81575.18
701,10354,108,2,29405.94
702,10355,117,1,2850.75
703,10355,140,1,7850.48
704,10356,120,3,1337.06
705,10357,218,1,8329.41
706,10357,141,2,15737.21
707,10357,120,1,1203.35
708,10357,176,2,9614.76
709,10358,115,1,2982.91
710,10359,161,1,9315.28
711,10359,101,1,81575.18
712,10360,105,2,44259.22
713,10361,106,3,65296.5
714,10361,188,1,4888.1
715,10362,122,1,12589.84
716,10362,132,3,15807.02
717,10363,151,1,1545.37
718,10364,192,1,2510.45
719,10365,139,1,17263.53
720,10366,105,1,49176.91
721,10366,110,2,2845.14
722,10367,126,2,17826.16
723,10367,127,2,34148.41
724,10368,173,1,6317.66
725,10368,154,3,1723.61
726,10369,106,1,58766.85
727,10369,124,1,10080.04
728,10370,131,2,18769.56
729,10371,129,1,34939.41
730,10372,162,1,9350.26
731,10373,127,1,32351.13
732,10374,168,1,10159.47
733,10374,124,2,8960.04
734,10374,109,1,3264.8
735,10375,167,2,3801.49
736,10375,158,1,9728.12
737,10376,124,1,11200.05
738,10377,188,1,5431.22
739,10377,182,1,1524.85
740,10378,113,1,4828.54
741,10378,182,1,1906.06
742,10379,188,1,5431.22
743,10379,185,1,4890.27
744,10380,175,1,5134.73
745,10380,130,1,29973.58
746,10381,132,1,14928.86
747,10381,123,1,11242.04
748,10382,176,1,8172.55
749,10382,202,1,781.76
750,10383,118,2,2537.73
751,10383,171,1,3568.28
752,10383,175,2,4877.99
753,10384,128,1,32451.24
754,10384,111,1,9822.71
755,10385,105,1,44259.22
756,10386,118,1,2537.73
757,10387,124,2,10640.05
758,10388,158,1,8268.9
759,10389,169,2,3014.38
760,10390,134,1,13265.33
761,10390,163,1,12893.02
762,10390,110,1,2702.88
763,10391,101,1,81575.18
764,10391,159,1,7695.17
765,10392,201,1,1062.45
766,10393,106,1,65296.5
767,10394,125,1,35756.69
768,10394,178,2,938.23
769,10395,161,3,8383.75
770,10395,128,2,32451.24
771,10395,136,1,6618.08
772,10396,211,1,1382.47
773,10397,105,2,49176.91
774,10398,109,1,2749.3
775,10399,131,1,16892.6
776,10400,116,1,1144.32
777,10401,138,2,15338.04
778,10401,104,1,81889.5
779,10401,148,2,27380.7
780,10402,117,3,2850.75
781,10402,122,2,11960.35
782,10403,131,3,18769.56
783,10404,117,3,2708.21
784,10404,149,1,824.78
785,10404,182,1,1906.06
786,10405,119,1,3172.58
787,10406,129,1,34939.41
788,10406,217,1,2203.01
789,10407,107,1,44667.8
790,10407,110,1,2560.63
791,10408,120,1,1337.06
792,10408,155,1,1743.47
793,10409,179,1,1347.03
794,10410,127,1,32351.13
795,10411,212,1,1939.41
796,10411,208,1,1850.01
797,10412,149,2,742.3
798,10413,111,1,10368.41
799,10413,124,1,10640.05
800,10413,116,1,1204.55
801,10414,188,1,5431.22
802,10415,220,1,7146.07
803,10415,169,2,2863.66
804,10415,102,1,78709.55
805,10416,154,1,1378.89
806,10417,167,1,3611.42
807,10418,174,1,5885.54
808,10419,145,3,50434.54
809,10419,197,1,3216.23
810,10419,195,1,3308.0
811,10420,118,2,2537.73
812,10420,169,1,3014.38
813,10420,182,1,1906.06
814,10421,138,1,13804.24
815,10422,116,2,1204.55
816,10422,161,1,9315.28
817,10423,193,2,6658.27
818,10424,184,1,1184.49
819,10424,209,1,2154.54
820,10425,176,2,8172.55
821,10426,141,1,15737.21
822,10427,135,1,18368.24
823,10427,173,1,7019.62
824,10427,105,1,44259.22
825,10428,181,1,1692.06
826,10428,213,1,2176.51
827,10428,183,1,1243.0
828,10428,184,3,1246.83
829,10429,169,1,2712.94
830,10429,122,2,12589.84
831,10429,165,1,11027.91
832,10429,179,1,1417.93
833,10430,126,1,17826.16
834,10430,187,1,3099.28
835,10431,125,1,37638.62
836,10431,185,1,5501.56
837,10432,151,1,1313.56
838,10433,119,1,3965.73
839,10434,158,2,8268.9
840,10434,173,1,5615.7
841,10435,167,1,3421.34
842,10436,176,2,8653.28
843,10436,200,1,5699.68
844,10437,165,1,10476.51
845,10437,147,1,41373.68
846,10437,125,1,35756.69
847,10437,103,1,82632.31
848,10438,132,1,17563.36
849,10438,184,1,1184.49
850,10438,199,1,6780.92
851,10439,101,1,69338.9
852,10439,211,1,1626.43
853,10440,219,1,3083.6
854,10441,162,2,10389.18
855,10441,124,1,8960.04
856,10441,208,4,1947.38
857,10442,120,1,1203.35
858,10442,125,1,37638.62
859,10442,111,1,10914.12
860,10443,184,3,1246.83
861,10443,126,1,18764.38
862,10443,194,1,6134.16
863,10443,123,3,11866.6
864,10443,161,3,7917.99
865,10444,127,1,34148.41
866,10445,219,2,3245.89
867,10446,106,3,55502.02
868,10446,135,1,19388.7
869,10447,123,1,11866.6
870,10447,105,1,49176.91
871,10448,123,1,12491.16
872,10449,185,1,5807.2
873,10450,156,1,1169.79
874,10450,168,1,11354.7
875,10450,129,2,36778.33
876,10450,102,1,74774.07
877,10451,180,1,2338.77
878,10451,173,1,6317.66
879,10451,125,3,35756.69
880,10452,143,1,5167.76
881,10452,110,3,2845.14
882,10453,144,1,15195.0
883,10453,117,4,2565.68
884,10453,113,2,5680.63
885,10453,110,1,2845.14
886,10453,130,2,35263.03
887,10454,151,1,1390.83
888,10455,125,2,35756.69
889,10456,102,2,62967.64
890,10457,184,1,1246.83
891,10457,139,1,16400.35
892,10458,165,1,11027.91
893,10458,217,1,1872.56
894,10458,137,1,10399.57
895,10459,152,1,2831.05
896,10459,122,1,12589.84
897,10459,115,1,3148.62
898,10459,119,3,3569.16
899,10459,104,1,73700.55
900,10460,188,2,5431.22
901,10460,114,3,3976.79
902,10461,210,1,1020.2
903,10461,110,4,2702.88
904,10461,213,1,2176.51
905,10461,106,3,58766.85
906,10462,121,1,10190.11
907,10463,118,2,2537.73
908,10464,127,1,35945.7
909,10464,105,2,49176.91
910,10465,175,2,4621.26
911,10466,177,1,1545.08
912,10466,127,1,35945.7
913,10466,180,1,2338.77
914,10466,137,2,11049.54
915,10467,182,2,1810.76
916,10467,113,1,5680.63
917,10468,103,1,86981.38
918,10469,118,4,2537.73
919,10470,164,2,9554.0
920,10471,123,1,12491.16
921,10471,114,1,3976.79
922,10471,122,1,12589.84
923,10472,147,1,41373.68
924,10473,168,1,11354.7
925,10473,116,1,1144.32
926,10473,213,1,2418.34
927,10474,168,1,10757.09
928,10475,130,2,33499.88
929,10476,126,1,17826.16
930,10477,169,1,3014.38
931,10478,115,1,3148.62
932,10479,172,3,1257.35
933,10479,113,1,5112.57
934,10480,126,2,18764.38
935,10480,171,2,3211.45
936,10480,187,1,3281.59
937,10481,129,1,34939.41
938,10481,105,1,44259.22
939,10481,131,2,18769.56
940,10481,104,2,81889.5
941,10482,181,1,1603.01
942,10482,122,2,12589.84
943,10482,120,1,1337.06
944,10483,220,3,8039.33
945,10483,111,3,10914.12
946,10484,102,2,74774.07
947,10485,176,1,9614.76
948,10486,107,1,52550.35
949,10487,177,1,1545.08
950,10487,130,2,31736.73
951,10487,169,1,2863.66
952,10488,126,1,15949.72
953,10488,185,1,6112.84
954,10489,125,1,33874.76
955,10489,179,1,1417.93
956,10490,154,1,1637.43
957,10491,164,1,9076.3
958,10491,200,1,5414.7
959,10491,108,2,27676.18
960,10491,105,2,49176.91
961,10491,121,1,10726.43
962,10492,144,1,15195.0
963,10493,170,1,2078.93
964,10493,102,1,78709.55
965,10494,117,1,2565.68
966,10495,120,1,1203.35
967,10496,121,1,10726.43
968,10497,119,2,3172.58
969,10498,103,1,78283.24
970,10499,175,2,4364.52
971,10499,165,2,10476.51
972,10500,137,1,12349.49
973,10501,160,1,4002.28
974,10502,129,1,31261.58
975,10503,115,1,3314.34
976,10503,103,4,82632.31
977,10504,160,1,3791.64
978,10505,217,1,1982.71
979,10506,124,2,10080.04
980,10507,124,1,10640.05
981,10508,121,1,10726.43
982,10509,210,1,867.17
983,10510,125,1,35756.69
984,10511,131,2,15015.65
985,10511,104,1,77795.02
986,10512,122,1,11960.35
987,10513,102,1,78709.55
988,10513,150,2,1863.8
989,10513,187,1,3646.21
990,10514,186,1,5607.04
991,10515,207,1,3500.17
992,10515,108,3,34595.22
993,10516,128,1,29206.12
994,10517,104,1,65511.6
995,10518,124,4,10640.05
996,10519,126,1,17826.16
997,10520,118,1,2537.73
998,10521,104,3,77795.02
