order_id,customer_id,order_date,order_status
10236,517,2026-03-23,Processing
10237,392,2025-10-17,Delivered
10238,342,2025-07-28,Delivered
10239,123,2026-04-20,Processing
10240,1,2026-02-17,Shipped
10241,86,2026-03-03,Delivered
10242,58,2026-01-06,Delivered
10243,275,2025-10-17,Delivered
10244,429,2026-03-08,Processing
10245,105,2025-09-25,Cancelled
10246,911,2025-05-31,Returned
10247,4,2025-09-12,Processing
10248,665,2025-12-19,Delivered
10249,448,2026-01-12,Delivered
10250,210,2025-12-24,Shipped
10251,25,2026-01-05,Shipped
10252,451,2025-08-15,Delivered
10253,220,2025-10-30,Delivered
10254,906,2026-01-24,Cancelled
10255,356,2026-01-12,Delivered
10256,911,2025-04-28,Delivered
10257,109,2025-01-05,Delivered
10258,596,2026-03-20,Delivered
10259,436,2025-12-18,Delivered
10260,616,2026-06-17,Processing
10261,106,2025-05-04,Delivered
10262,506,2025-10-04,Delivered
10263,318,2026-01-29,Delivered
10264,621,2025-12-26,Shipped
10265,170,2026-04-14,Returned
10266,838,2025-02-26,Processing
10267,42,2025-09-08,Cancelled
10268,716,2025-05-30,Delivered
10269,796,2026-03-28,Delivered
10270,731,2025-06-11,Delivered
10271,331,2025-04-30,Delivered
10272,266,2025-12-17,Processing
10273,995,2025-04-09,Delivered
10274,113,2025-06-16,Returned
10275,360,2026-05-29,Delivered
10276,515,2026-02-05,Delivered
10277,559,2025-12-31,Delivered
10278,101,2025-11-22,Delivered
10279,490,2025-09-04,Delivered
10280,733,2026-03-10,Delivered
10281,25,2025-04-03,Delivered
10282,870,2025-09-25,Delivered
10283,15,2025-11-17,Delivered
10284,195,2025-03-03,Delivered
10285,8,2025-10-27,Delivered
10286,38,2026-02-07,Delivered
10287,869,2025-10-30,Delivered
10288,194,2025-09-10,Delivered
10289,254,2026-04-23,Delivered
10290,106,2026-01-04,Delivered
10291,406,2025-06-09,Delivered
10292,403,2025-06-15,Shipped
10293,209,2025-07-24,Delivered
10294,175,2025-09-24,Processing
10295,831,2025-05-18,Delivered
10296,218,2026-01-03,Delivered
10297,314,2026-03-19,Processing
10298,140,2025-01-17,Delivered
10299,686,2025-03-09,Shipped
10300,231,2025-05-13,Delivered
10301,331,2026-03-06,Delivered
10302,125,2025-11-04,Shipped
10303,982,2025-06-23,Delivered
10304,144,2026-02-16,Delivered
10305,662,2025-04-07,Delivered
10306,257,2025-06-03,Delivered
10307,102,2025-08-30,Delivered
10308,705,2025-10-31,Delivered
10309,175,2025-10-12,Shipped
10310,802,2025-01-27,Shipped
10311,876,2026-02-06,Delivered
10312,794,2025-12-26,Returned
10313,18,2025-03-01,Delivered
10314,687,2025-07-21,Delivered
10315,243,2026-01-05,Processing
10316,814,2026-06-17,Shipped
10317,466,2025-06-01,Shipped
10318,755,2025-04-12,Delivered
10319,319,2026-03-22,Delivered
10320,350,2025-08-17,Processing
10321,71,2025-05-05,Delivered
10322,682,2025-08-24,Shipped
10323,250,2025-06-11,Delivered
10324,320,2025-12-19,Processing
10325,684,2025-03-09,Delivered
10326,409,2025-06-22,Delivered
10327,99,2025-09-18,Delivered
10328,398,2025-08-05,Shipped
10329,239,2025-05-04,Shipped
10330,293,2025-06-11,Delivered
10331,14,2025-07-20,Delivered
10332,104,2026-03-30,Delivered
10333,139,2026-02-06,Delivered
10334,577,2026-04-07,Delivered
10335,6,2025-10-02,Delivered
10336,240,2025-07-25,Delivered
10337,888,2025-02-09,Delivered
10338,56,2025-09-30,Shipped
10339,334,2025-04-03,Shipped
10340,686,2025-02-11,Delivered
10341,916,2026-04-10,Delivered
10342,627,2026-01-14,Cancelled
10343,588,2025-04-17,Shipped
10344,745,2025-11-24,Delivered
10345,273,2025-03-06,Processing
10346,714,2025-12-31,Delivered
10347,4,2026-04-29,Delivered
10348,889,2025-01-24,Delivered
10349,270,2026-06-24,Delivered
10350,366,2025-03-03,Cancelled
10351,126,2026-05-06,Delivered
10352,621,2025-09-30,Delivered
10353,38,2025-08-17,Cancelled
10354,813,2025-01-20,Cancelled
10355,747,2025-01-03,Shipped
10356,107,2026-02-25,Delivered
10357,719,2025-11-03,Delivered
10358,685,2026-03-08,Shipped
10359,458,2025-05-16,Delivered
10360,210,2026-05-30,Delivered
10361,134,2025-07-12,Delivered
10362,114,2026-02-19,Delivered
10363,162,2025-04-28,Delivered
10364,858,2025-07-28,Delivered
10365,39,2025-02-03,Delivered
10366,748,2025-11-14,Delivered
10367,189,2025-04-30,Delivered
10368,338,2026-06-09,Delivered
10369,697,2025-03-30,Shipped
10370,830,2026-05-27,Processing
10371,185,2025-02-16,Delivered
10372,287,2026-06-06,Delivered
10373,245,2025-10-11,Delivered
10374,7,2026-01-12,Delivered
10375,146,2025-05-14,Delivered
10376,284,2025-09-05,Delivered
10377,242,2025-11-14,Shipped
10378,590,2026-03-12,Delivered
10379,220,2025-06-25,Delivered
10380,310,2025-12-17,Delivered
10381,259,2025-05-23,Shipped
10382,618,2026-02-02,Delivered
10383,798,2026-01-04,Shipped
10384,347,2026-05-16,Delivered
10385,690,2026-01-05,Shipped
10386,146,2026-01-17,Cancelled
10387,356,2025-03-27,Cancelled
10388,185,2026-04-05,Delivered
10389,245,2025-11-21,Delivered
10390,606,2026-06-06,Delivered
10391,826,2026-05-04,Cancelled
10392,60,2026-02-01,Delivered
10393,462,2025-12-21,Delivered
10394,391,2025-10-15,Delivered
10395,59,2026-04-04,Delivered
10396,105,2026-06-20,Delivered
10397,156,2025-10-18,Delivered
10398,83,2025-06-17,Delivered
10399,120,2026-03-04,Delivered
10400,132,2026-05-05,Cancelled
10401,177,2025-12-21,Shipped
10402,631,2025-07-15,Processing
10403,382,2026-06-29,Delivered
10404,980,2025-01-11,Shipped
10405,246,2025-09-13,Delivered
10406,637,2026-01-31,Delivered
10407,811,2026-02-13,Delivered
10408,527,2025-12-28,Delivered
10409,243,2025-09-16,Delivered
10410,637,2025-01-03,Returned
10411,101,2025-03-25,Delivered
10412,170,2025-06-05,Delivered
10413,360,2025-06-25,Delivered
10414,385,2026-04-17,Delivered
10415,11,2026-02-28,Delivered
10416,920,2025-05-14,Delivered
10417,553,2026-01-15,Shipped
10418,316,2025-10-04,Delivered
10419,902,2025-08-24,Delivered
10420,267,2025-01-13,Shipped
10421,972,2025-12-08,Cancelled
10422,330,2025-02-04,Processing
10423,57,2025-08-02,Delivered
10424,654,2026-02-16,Delivered
10425,527,2026-02-09,Delivered
10426,666,2026-05-09,Shipped
10427,929,2025-06-08,Processing
10428,671,2025-04-20,Delivered
10429,427,2026-06-10,Delivered
10430,790,2025-12-13,Shipped
10431,519,2025-10-06,Delivered
10432,240,2026-04-24,Delivered
10433,832,2025-04-21,Delivered
10434,110,2026-03-07,Delivered
10435,580,2026-06-26,Returned
10436,826,2025-04-25,Delivered
10437,604,2025-03-31,Delivered
10438,554,2025-07-31,Delivered
10439,636,2026-06-23,Delivered
10440,289,2025-12-26,Delivered
10441,815,2026-05-01,Delivered
10442,101,2026-01-07,Delivered
10443,63,2025-08-03,Shipped
10444,141,2025-01-15,Shipped
10445,347,2025-09-16,Delivered
10446,329,2026-04-08,Delivered
10447,736,2025-04-30,Returned
10448,237,2025-05-08,Delivered
10449,306,2026-06-07,Shipped
10450,7,2025-11-21,Delivered
10451,241,2025-11-16,Shipped
10452,481,2026-05-21,Shipped
10453,8,2026-06-10,Delivered
10454,139,2025-02-19,Processing
10455,103,2025-03-10,Cancelled
10456,21,2026-01-26,Delivered
10457,302,2026-01-18,Delivered
10458,90,2025-01-16,Delivered
10459,622,2026-03-15,Shipped
10460,776,2025-05-12,Delivered
10461,359,2025-09-05,Delivered
10462,974,2025-09-30,Delivered
10463,277,2025-12-15,Shipped
10464,331,2026-04-29,Delivered
10465,985,2025-12-23,Delivered
10466,114,2025-11-14,Shipped
10467,916,2025-02-17,Delivered
10468,22,2025-01-10,Delivered
10469,273,2025-08-21,Delivered
10470,35,2025-02-05,Delivered
10471,601,2026-02-17,Delivered
10472,423,2026-04-07,Delivered
10473,568,2025-01-04,Delivered
10474,211,2025-02-13,Delivered
10475,206,2025-09-12,Delivered
10476,23,2025-04-24,Delivered
10477,189,2026-02-01,Returned
10478,896,2025-06-23,Delivered
10479,215,2025-09-12,Processing
10480,752,2026-04-11,Processing
10481,768,2025-10-04,Delivered
10482,210,2026-04-09,Shipped
10483,458,2026-05-17,Delivered
10484,47,2026-03-17,Shipped
10485,51,2025-03-10,Delivered
10486,24,2026-05-24,Processing
10487,390,2025-11-22,Delivered
10488,255,2025-03-08,Shipped
10489,361,2025-10-31,Delivered
10490,338,2026-04-29,Cancelled
10491,190,2026-02-21,Delivered
10492,525,2025-06-08,Delivered
10493,644,2025-05-29,Delivered
10494,8,2025-01-27,Delivered
10495,102,2025-09-05,Delivered
10496,578,2025-04-11,Cancelled
10497,221,2025-04-06,Delivered
10498,503,2026-01-19,Cancelled
10499,187,2025-10-09,Delivered
10500,225,2025-11-18,Processing
10501,79,2026-01-31,Delivered
10502,127,2025-10-05,Delivered
10503,418,2026-06-13,Processing
10504,262,2025-09-20,Delivered
10505,668,2025-10-20,Delivered
10506,783,2025-10-21,Delivered
10507,356,2026-01-30,Delivered
10508,644,2026-05-28,Delivered
10509,152,2025-06-29,Shipped
10510,246,2025-08-23,Delivered
10511,577,2025-12-03,Delivered
10512,221,2025-01-08,Delivered
10513,396,2026-03-19,Delivered
10514,92,2026-06-23,Delivered
10515,410,2025-04-01,Processing
10516,796,2025-09-29,Shipped
10517,807,2025-01-05,Delivered
10518,594,2025-08-07,Cancelled
10519,625,2025-04-28,Delivered
10520,370,2025-04-25,Shipped
10521,393,2025-09-20,Delivered
10522,66,2025-11-02,Delivered
10523,271,2026-02-26,Delivered
10524,277,2025-07-26,Delivered
10525,939,2025-10-30,Delivered
10526,260,2025-04-22,Delivered
10527,362,2026-02-21,Delivered
10528,348,2025-10-12,Delivered
10529,465,2025-07-04,Delivered
10530,629,2025-08-09,Shipped
10531,111,2026-03-20,Delivered
10532,345,2025-04-27,Delivered
10533,744,2025-03-11,Delivered
10534,288,2025-03-11,Cancelled
10535,137,2026-03-03,Cancelled
10536,491,2026-03-19,Delivered
10537,741,2025-05-17,Delivered
10538,32,2026-05-19,Delivered
10539,671,2025-05-11,Cancelled
10540,737,2025-08-06,Delivered
10541,286,2025-06-20,Delivered
10542,976,2026-04-20,Delivered
10543,686,2025-05-09,Delivered
10544,667,2025-02-26,Delivered
10545,629,2025-06-30,Delivered
10546,75,2025-09-03,Delivered
10547,107,2025-05-24,Delivered
10548,288,2025-02-20,Delivered
10549,130,2026-01-03,Delivered
10550,246,2026-04-04,Delivered
10551,836,2025-08-06,Processing
10552,741,2025-09-14,Delivered
10553,455,2025-06-05,Delivered
10554,791,2026-03-18,Delivered
10555,682,2025-01-25,Delivered
10556,258,2026-06-20,Delivered
10557,99,2025-03-01,Delivered
10558,332,2026-04-12,Delivered
10559,611,2026-03-10,Delivered
10560,264,2025-03-07,Delivered
10561,509,2025-04-16,Delivered
10562,47,2025-04-06,Delivered
10563,629,2025-06-17,Delivered
10564,724,2025-02-11,Delivered
10565,568,2025-04-14,Delivered
10566,952,2025-07-23,Delivered
10567,745,2026-06-04,Delivered
10568,858,2025-10-09,Delivered
10569,903,2025-02-12,Processing
10570,707,2025-04-20,Cancelled
10571,520,2025-07-29,Delivered
10572,3,2025-02-18,Delivered
10573,290,2025-04-25,Delivered
10574,381,2025-06-04,Delivered
10575,150,2026-05-18,Shipped
10576,162,2025-03-12,Shipped
10577,943,2026-06-03,Cancelled
10578,841,2025-12-02,Delivered
10579,778,2025-03-08,Delivered
10580,238,2026-05-08,Processing
10581,7,2025-08-01,Delivered
10582,40,2025-06-30,Cancelled
10583,157,2025-09-05,Delivered
10584,8,2025-08-02,Delivered
10585,9,2025-12-25,Delivered
10586,877,2025-09-06,Delivered
10587,567,2026-05-31,Delivered
10588,154,2025-03-29,Delivered
10589,66,2025-06-25,Delivered
10590,330,2026-03-02,Delivered
10591,3,2025-03-22,Delivered
10592,910,2025-05-18,Delivered
10593,246,2026-03-09,Processing
10594,235,2026-04-15,Delivered
10595,225,2025-12-16,Delivered
10596,35,2025-05-06,Returned
10597,467,2025-11-05,Cancelled
10598,607,2025-08-18,Delivered
10599,523,2026-04-05,Shipped
10600,69,2025-12-11,Delivered
10601,388,2025-11-06,Delivered
10602,380,2025-01-20,Delivered
10603,806,2026-06-25,Delivered
10604,215,2026-04-22,Processing
10605,208,2025-09-26,Shipped
10606,438,2025-01-03,Returned
10607,459,2025-01-16,Shipped
10608,293,2025-12-24,Delivered
10609,270,2025-05-13,Shipped
10610,315,2025-11-08,Returned
10611,796,2026-04-27,Shipped
10612,286,2026-06-28,Shipped
10613,912,2025-11-01,Cancelled
10614,323,2025-09-26,Delivered
10615,926,2026-02-18,Shipped
10616,754,2025-01-25,Processing
10617,200,2025-11-12,Returned
10618,799,2025-10-03,Delivered
10619,55,2026-01-24,Delivered
10620,890,2026-03-20,Shipped
10621,457,2026-03-03,Delivered
10622,27,2025-02-26,Delivered
10623,476,2026-01-03,Delivered
10624,963,2025-12-08,Delivered
10625,35,2025-10-31,Delivered
10626,367,2026-01-09,Delivered
10627,628,2025-04-22,Delivered
10628,721,2025-01-06,Delivered
10629,245,2025-10-06,Delivered
10630,101,2026-01-17,Delivered
10631,21,2025-01-13,Delivered
10632,389,2025-10-30,Delivered
10633,279,2025-06-09,Delivered
10634,925,2025-06-03,Shipped
10635,30,2025-06-30,Delivered
10636,536,2026-06-10,Delivered
10637,13,2025-06-29,Shipped
10638,85,2026-01-12,Delivered
10639,279,2025-06-17,Returned
10640,280,2025-08-02,Shipped
10641,537,2025-05-30,Delivered
10642,868,2025-01-16,Delivered
10643,468,2025-04-01,Delivered
10644,932,2025-04-30,Delivered
10645,826,2025-09-10,Delivered
10646,393,2025-03-01,Delivered
10647,755,2025-09-23,Shipped
10648,473,2026-02-13,Delivered
10649,39,2025-01-31,Delivered
10650,618,2025-01-21,Delivered
10651,47,2025-10-16,Delivered
10652,402,2026-06-27,Delivered
10653,562,2026-05-13,Delivered
10654,33,2026-04-19,Delivered
10655,114,2026-02-09,Returned
10656,876,2025-05-12,Delivered
10657,435,2025-11-20,Delivered
10658,122,2025-05-12,Delivered
10659,544,2026-06-05,Delivered
10660,406,2025-01-30,Delivered
10661,321,2025-10-28,Processing
10662,965,2025-01-04,Cancelled
10663,534,2025-11-21,Delivered
10664,212,2026-05-24,Delivered
10665,706,2025-08-25,Delivered
10666,830,2026-06-19,Delivered
10667,62,2025-01-16,Delivered
10668,99,2026-06-18,Delivered
10669,107,2026-03-22,Delivered
10670,545,2026-05-18,Delivered
10671,415,2025-08-18,Shipped
10672,439,2025-04-17,Shipped
10673,913,2026-01-24,Delivered
10674,670,2025-09-20,Delivered
10675,63,2025-03-06,Cancelled
10676,187,2025-09-22,Delivered
10677,264,2025-12-04,Processing
10678,229,2025-10-28,Delivered
10679,513,2026-01-13,Delivered
10680,841,2025-06-24,Delivered
10681,151,2025-06-01,Processing
10682,365,2026-04-21,Delivered
10683,690,2025-09-23,Delivered
10684,247,2025-11-25,Delivered
10685,83,2025-06-12,Processing
10686,298,2026-03-14,Cancelled
10687,28,2025-12-09,Returned
10688,916,2026-01-02,Returned
10689,37,2026-04-10,Delivered
10690,266,2025-07-18,Delivered
10691,346,2026-05-15,Delivered
10692,979,2025-01-16,Delivered
10693,82,2025-10-23,Processing
10694,57,2026-05-26,Cancelled
10695,5,2025-08-27,Delivered
10696,77,2025-10-28,Delivered
10697,102,2025-01-06,Cancelled
10698,456,2025-08-08,Delivered
10699,109,2026-03-29,Delivered
10700,11,2026-03-09,Delivered
10701,745,2026-01-21,Delivered
10702,203,2025-10-22,Delivered
10703,193,2025-04-28,Delivered
10704,149,2026-02-09,Delivered
10705,964,2025-01-12,Returned
10706,84,2025-07-28,Delivered
10707,850,2025-06-14,Delivered
10708,671,2025-10-21,Returned
10709,38,2026-06-03,Delivered
10710,981,2025-03-19,Delivered
10711,134,2026-03-10,Processing
10712,49,2025-03-18,Delivered
10713,749,2025-02-17,Shipped
10714,568,2025-03-23,Delivered
10715,436,2025-07-28,Delivered
10716,77,2026-03-21,Delivered
10717,301,2026-06-06,Delivered
10718,677,2025-01-29,Shipped
10719,150,2025-10-31,Delivered
10720,156,2026-04-10,Cancelled
10721,2,2026-05-17,Shipped
10722,86,2026-03-22,Delivered
10723,817,2026-05-05,Processing
10724,269,2026-03-04,Delivered
10725,977,2025-12-25,Delivered
10726,229,2025-04-01,Processing
10727,580,2025-02-22,Delivered
10728,139,2025-07-23,Delivered
10729,201,2025-06-05,Delivered
10730,94,2025-01-02,Delivered
10731,187,2025-12-23,Delivered
10732,361,2025-02-27,Delivered
10733,988,2025-09-11,Delivered
10734,505,2025-06-29,Delivered
10735,98,2026-05-08,Delivered
10736,23,2025-02-04,Delivered
10737,63,2025-03-16,Delivered
10738,374,2025-10-16,Shipped
10739,654,2026-01-06,Delivered
10740,913,2025-11-25,Delivered
10741,8,2025-10-31,Delivered
10742,339,2025-08-09,Delivered
10743,294,2025-06-13,Delivered
10744,493,2026-04-25,Returned
10745,371,2026-03-31,Cancelled
10746,539,2026-01-10,Processing
10747,496,2025-08-08,Cancelled
10748,58,2025-09-11,Delivered
10749,705,2025-07-07,Delivered
10750,61,2025-07-10,Shipped
10751,556,2026-01-24,Shipped
10752,247,2025-08-03,Cancelled
10753,332,2026-01-10,Shipped
10754,858,2025-03-27,Returned
10755,838,2026-04-19,Delivered
10756,732,2026-06-15,Processing
10757,328,2025-02-16,Shipped
10758,611,2025-03-06,Shipped
10759,331,2026-04-20,Delivered
10760,808,2025-05-26,Shipped
10761,235,2026-01-17,Cancelled
10762,957,2025-03-07,Delivered
10763,901,2026-06-01,Delivered
10764,619,2025-04-03,Delivered
10765,138,2026-03-02,Returned
10766,65,2026-04-13,Delivered
10767,786,2025-04-04,Delivered
10768,82,2025-05-13,Delivered
10769,786,2026-03-10,Delivered
10770,312,2025-12-07,Delivered
10771,239,2025-11-10,Delivered
10772,858,2025-07-31,Cancelled
10773,416,2026-06-04,Processing
10774,386,2025-06-08,Delivered
10775,371,2025-09-25,Returned
10776,208,2026-04-19,Shipped
10777,684,2026-02-14,Delivered
10778,125,2026-04-19,Delivered
10779,910,2025-12-22,Delivered
10780,844,2025-07-12,Processing
10781,179,2025-09-28,Delivered
10782,601,2025-04-24,Delivered
10783,383,2026-06-07,Shipped
10784,179,2025-02-24,Delivered
10785,984,2025-03-06,Shipped
10786,13,2025-09-29,Shipped
10787,125,2026-05-17,Delivered
10788,337,2025-12-28,Cancelled
10789,339,2025-05-26,Delivered
10790,397,2025-07-28,Delivered
10791,634,2025-10-13,Delivered
10792,445,2025-01-10,Delivered
10793,411,2025-07-05,Returned
10794,27,2026-04-09,Delivered
10795,212,2025-05-14,Delivered
10796,115,2025-06-20,Cancelled
10797,131,2025-08-01,Delivered
10798,367,2026-06-14,Shipped
10799,99,2026-05-17,Delivered
10800,145,2025-01-27,Processing
10801,117,2025-03-09,Delivered
10802,925,2026-02-12,Delivered
10803,919,2025-04-19,Delivered
10804,425,2025-03-15,Delivered
10805,889,2025-09-19,Shipped
10806,685,2026-01-03,Delivered
10807,398,2025-08-25,Delivered
10808,4,2026-01-01,Delivered
10809,665,2025-10-13,Shipped
10810,562,2026-01-13,Processing
10811,433,2026-01-11,Delivered
10812,647,2025-03-17,Delivered
10813,331,2025-01-09,Delivered
10814,564,2025-07-15,Delivered
10815,905,2025-10-17,Delivered
10816,212,2025-03-02,Delivered
10817,570,2026-01-24,Delivered
10818,299,2025-01-08,Cancelled
10819,520,2026-01-04,Delivered
10820,651,2025-02-14,Shipped
10821,23,2025-12-10,Delivered
10822,479,2026-01-10,Cancelled
10823,112,2025-01-27,Delivered
